"songplay_id","start_time","user_id","level","song_id","artist_id","session_id","location","user_agent","created_at","updated_at"
907,"2018-11-06 23:19:24.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:08.870509","2025-10-21 15:35:08.870509"
908,"2018-11-06 23:23:04.796",80,"free",NULL,NULL,307,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""","2025-10-21 15:35:08.870509","2025-10-21 15:35:08.870509"
909,"2018-11-06 23:24:04.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:08.870509","2025-10-21 15:35:08.870509"
910,"2018-11-06 23:25:10.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:08.870509","2025-10-21 15:35:08.870509"
911,"2018-11-06 23:26:32.796",80,"free",NULL,NULL,307,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""","2025-10-21 15:35:08.870509","2025-10-21 15:35:08.870509"
912,"2018-11-06 23:28:50.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:08.870509","2025-10-21 15:35:08.870509"
913,"2018-11-06 23:32:39.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:08.870509","2025-10-21 15:35:08.870509"
914,"2018-11-06 23:35:03.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:08.870509","2025-10-21 15:35:08.870509"
915,"2018-11-06 23:40:02.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:08.870509","2025-10-21 15:35:08.870509"
916,"2018-11-06 23:42:43.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:08.870509","2025-10-21 15:35:08.870509"
917,"2018-11-06 23:47:34.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:08.870509","2025-10-21 15:35:08.870509"
918,"2018-11-06 23:51:47.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:08.870509","2025-10-21 15:35:08.870509"
919,"2018-11-06 23:55:05.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:08.870509","2025-10-21 15:35:08.870509"
920,"2018-11-06 23:57:55.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:08.870509","2025-10-21 15:35:08.870509"
921,"2018-11-07 00:01:16.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
922,"2018-11-07 00:05:26.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
923,"2018-11-07 00:09:27.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
924,"2018-11-07 00:14:58.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
925,"2018-11-07 00:17:49.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
926,"2018-11-07 00:21:44.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
927,"2018-11-07 00:27:32.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
928,"2018-11-07 00:28:00.796",63,"free",NULL,NULL,223,"Santa Rosa, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
929,"2018-11-07 00:30:50.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
930,"2018-11-07 00:34:48.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
931,"2018-11-07 00:38:03.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
932,"2018-11-07 00:40:08.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
933,"2018-11-07 00:43:00.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
934,"2018-11-07 00:46:01.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
935,"2018-11-07 00:49:34.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
936,"2018-11-07 00:52:29.796",97,"paid",NULL,NULL,293,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
937,"2018-11-07 01:31:24.796",8,"free",NULL,NULL,181,"Phoenix-Mesa-Scottsdale, AZ","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
938,"2018-11-07 01:35:00.796",8,"free",NULL,NULL,181,"Phoenix-Mesa-Scottsdale, AZ","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
939,"2018-11-07 01:39:24.796",8,"free",NULL,NULL,181,"Phoenix-Mesa-Scottsdale, AZ","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
940,"2018-11-07 01:42:43.796",8,"free",NULL,NULL,181,"Phoenix-Mesa-Scottsdale, AZ","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
941,"2018-11-07 01:46:23.796",8,"free",NULL,NULL,181,"Phoenix-Mesa-Scottsdale, AZ","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
942,"2018-11-07 02:53:30.796",9,"free",NULL,NULL,8,"Eureka-Arcata-Fortuna, CA","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
943,"2018-11-07 02:56:26.796",9,"free",NULL,NULL,8,"Eureka-Arcata-Fortuna, CA","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
944,"2018-11-07 03:00:28.796",9,"free",NULL,NULL,8,"Eureka-Arcata-Fortuna, CA","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
945,"2018-11-07 03:01:00.796",89,"free",NULL,NULL,192,"Cedar Rapids, IA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
946,"2018-11-07 03:03:28.796",89,"free",NULL,NULL,192,"Cedar Rapids, IA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
947,"2018-11-07 03:09:03.796",9,"free",NULL,NULL,8,"Eureka-Arcata-Fortuna, CA","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
948,"2018-11-07 03:12:44.796",9,"free",NULL,NULL,8,"Eureka-Arcata-Fortuna, CA","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
949,"2018-11-07 05:27:54.796",50,"free",NULL,NULL,313,"New Haven-Milford, CT","""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
950,"2018-11-07 05:30:16.796",101,"free",NULL,NULL,298,"New Orleans-Metairie, LA","""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
951,"2018-11-07 05:32:06.796",50,"free",NULL,NULL,313,"New Haven-Milford, CT","""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
952,"2018-11-07 05:35:31.796",50,"free",NULL,NULL,313,"New Haven-Milford, CT","""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
953,"2018-11-07 05:39:03.796",50,"free",NULL,NULL,313,"New Haven-Milford, CT","""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
954,"2018-11-07 06:31:23.796",14,"free",NULL,NULL,162,"Red Bluff, CA","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
955,"2018-11-07 06:37:23.796",14,"free",NULL,NULL,162,"Red Bluff, CA","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
956,"2018-11-07 06:41:58.796",14,"free",NULL,NULL,162,"Red Bluff, CA","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
957,"2018-11-07 06:43:03.796",10,"free",NULL,NULL,286,"Washington-Arlington-Alexandria, DC-VA-MD-WV","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
958,"2018-11-07 06:45:31.796",14,"free",NULL,NULL,162,"Red Bluff, CA","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
959,"2018-11-07 07:54:26.796",100,"free",NULL,NULL,301,"New York-Newark-Jersey City, NY-NJ-PA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
960,"2018-11-07 07:58:28.796",100,"free",NULL,NULL,301,"New York-Newark-Jersey City, NY-NJ-PA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
961,"2018-11-07 08:08:07.796",80,"free",NULL,NULL,329,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
962,"2018-11-07 09:41:23.796",50,"free",NULL,NULL,338,"New Haven-Milford, CT","""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
963,"2018-11-07 09:42:52.796",50,"free",NULL,NULL,338,"New Haven-Milford, CT","""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
964,"2018-11-07 09:45:27.796",50,"free",NULL,NULL,338,"New Haven-Milford, CT","""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
965,"2018-11-07 09:50:02.796",50,"free",NULL,NULL,338,"New Haven-Milford, CT","""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
966,"2018-11-07 11:21:18.796",86,"free",NULL,NULL,204,"La Crosse-Onalaska, WI-MN","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
967,"2018-11-07 11:37:41.796",10,"free",NULL,NULL,339,"Washington-Arlington-Alexandria, DC-VA-MD-WV","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
968,"2018-11-07 11:39:49.796",10,"free",NULL,NULL,339,"Washington-Arlington-Alexandria, DC-VA-MD-WV","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
969,"2018-11-07 12:06:23.796",66,"free",NULL,NULL,319,"Harrisburg-Carlisle, PA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
970,"2018-11-07 12:09:30.796",66,"free",NULL,NULL,319,"Harrisburg-Carlisle, PA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
971,"2018-11-07 13:21:36.796",44,"paid",NULL,NULL,285,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
972,"2018-11-07 13:22:11.796",15,"paid",NULL,NULL,221,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
973,"2018-11-07 13:26:10.796",15,"paid",NULL,NULL,221,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
974,"2018-11-07 13:32:28.796",15,"paid",NULL,NULL,221,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
975,"2018-11-07 13:32:31.796",44,"paid",NULL,NULL,285,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
976,"2018-11-07 13:35:43.796",15,"paid",NULL,NULL,221,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
977,"2018-11-07 13:36:28.796",44,"paid",NULL,NULL,285,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
978,"2018-11-07 13:39:39.796",15,"paid",NULL,NULL,221,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
979,"2018-11-07 13:40:39.796",44,"paid",NULL,NULL,285,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
980,"2018-11-07 13:44:24.796",44,"paid",NULL,NULL,285,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
981,"2018-11-07 13:45:11.796",15,"paid",NULL,NULL,221,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
982,"2018-11-07 13:47:17.796",15,"paid",NULL,NULL,221,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
983,"2018-11-07 13:47:54.796",44,"paid",NULL,NULL,285,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
984,"2018-11-07 13:50:01.796",15,"paid",NULL,NULL,221,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
985,"2018-11-07 13:53:09.796",15,"paid",NULL,NULL,221,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
986,"2018-11-07 13:53:37.796",44,"paid",NULL,NULL,285,"Waterloo-Cedar Falls, IA","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
987,"2018-11-07 13:54:52.796",23,"free",NULL,NULL,177,"Raleigh, NC","""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
988,"2018-11-07 13:56:41.796",15,"paid",NULL,NULL,221,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
989,"2018-11-07 14:01:02.796",15,"paid",NULL,NULL,221,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
990,"2018-11-07 14:05:09.796",15,"paid",NULL,NULL,221,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
991,"2018-11-07 14:10:30.796",15,"paid",NULL,NULL,221,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
992,"2018-11-07 14:16:39.796",15,"paid",NULL,NULL,221,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
993,"2018-11-07 14:20:46.796",15,"paid",NULL,NULL,221,"Chicago-Naperville-Elgin, IL-IN-WI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
994,"2018-11-07 14:23:26.796",29,"free",NULL,NULL,295,"Atlanta-Sandy Springs-Roswell, GA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""","2025-10-21 15:35:09.242703","2025-10-21 15:35:09.242703"
